time,open,high,low,close,tick_volume,spread,real_volume
2024-12-17 18:00:00,1.04983,1.05055,1.04937,1.05044,4796,12,0
2024-12-17 19:00:00,1.05044,1.05152,1.04974,1.0499,3580,12,0
2024-12-17 20:00:00,1.04988,1.05035,1.04893,1.04927,2435,12,0
2024-12-17 21:00:00,1.04927,1.04945,1.04873,1.04877,1698,12,0
2024-12-17 22:00:00,1.04878,1.049,1.04843,1.04875,1306,12,0
2024-12-17 23:00:00,1.04876,1.04922,1.04859,1.04889,673,12,0
2024-12-18 00:00:00,1.04897,1.04939,1.04894,1.04911,307,13,0
2024-12-18 01:00:00,1.04913,1.04946,1.04909,1.04938,605,13,0
2024-12-18 02:00:00,1.04937,1.0502,1.04921,1.04985,1434,12,0
2024-12-18 03:00:00,1.04985,1.05019,1.04948,1.05015,1447,12,0
2024-12-18 04:00:00,1.0501800000000001,1.0503,1.04955,1.05004,1261,12,0
2024-12-18 05:00:00,1.05004,1.05021,1.04981,1.04984,847,13,0
2024-12-18 06:00:00,1.04984,1.0505,1.04953,1.05025,1257,12,0
2024-12-18 07:00:00,1.05024,1.05041,1.04995,1.05017,919,12,0
2024-12-18 08:00:00,1.05015,1.05111,1.0501,1.05104,1357,12,0
2024-12-18 09:00:00,1.05108,1.0512,1.04928,1.04962,3610,12,0
2024-12-18 10:00:00,1.04962,1.04983,1.04868,1.04926,3570,12,0
2024-12-18 11:00:00,1.04924,1.04978,1.04906,1.04932,2603,12,0
2024-12-18 12:00:00,1.04934,1.04996,1.04883,1.04979,2405,12,0
2024-12-18 13:00:00,1.04979,1.0503,1.0493999999999999,1.04959,2727,12,0
2024-12-18 14:00:00,1.0496,1.05014,1.04849,1.04898,3311,12,0
2024-12-18 15:00:00,1.04899,1.04981,1.04818,1.04914,4470,12,0
2024-12-18 16:00:00,1.04913,1.05024,1.04866,1.04959,4481,12,0
2024-12-18 17:00:00,1.04959,1.0498,1.04693,1.04732,4931,12,0
2024-12-18 18:00:00,1.04731,1.04805,1.04662,1.04684,3580,12,0
2024-12-18 19:00:00,1.04684,1.04793,1.04682,1.04747,2683,12,0
2024-12-18 20:00:00,1.04747,1.04918,1.0473,1.04846,2645,12,0
2024-12-18 21:00:00,1.04842,1.04842,1.03721,1.03767,17031,12,0
2024-12-18 22:00:00,1.03766,1.03797,1.03432,1.03643,10881,12,0
2024-12-18 23:00:00,1.03644,1.03752,1.0346899999999999,1.03493,3139,12,0
2024-12-19 00:00:00,1.03574,1.03574,1.03458,1.03491,489,15,0
2024-12-19 01:00:00,1.03491,1.03598,1.03468,1.03498,1874,12,0
2024-12-19 02:00:00,1.03498,1.03793,1.03498,1.03722,3055,12,0
2024-12-19 03:00:00,1.03723,1.03792,1.03703,1.03774,2456,12,0
2024-12-19 04:00:00,1.03776,1.03899,1.03717,1.03894,2181,12,0
2024-12-19 05:00:00,1.03894,1.03902,1.03739,1.03776,1625,12,0
2024-12-19 06:00:00,1.03775,1.03815,1.0374,1.03783,1257,12,0
2024-12-19 07:00:00,1.03784,1.03849,1.03755,1.03813,1337,12,0
2024-12-19 08:00:00,1.03811,1.03875,1.03767,1.03842,2567,12,0
2024-12-19 09:00:00,1.0384,1.04086,1.0384,1.03944,5201,12,0
2024-12-19 10:00:00,1.03944,1.04086,1.03898,1.04076,6360,12,0
2024-12-19 11:00:00,1.04076,1.04217,1.04073,1.04118,6098,12,0
2024-12-19 12:00:00,1.04117,1.04151,1.04032,1.04046,4434,12,0
2024-12-19 13:00:00,1.04046,1.04146,1.03992,1.04027,3775,12,0
2024-12-19 14:00:00,1.04027,1.04096,1.039,1.0393,6981,12,0
2024-12-19 15:00:00,1.03929,1.04134,1.03852,1.03982,8866,12,0
2024-12-19 16:00:00,1.03982,1.04065,1.03931,1.0395,7095,12,0
2024-12-19 17:00:00,1.0395,1.04012,1.03762,1.0379,8361,12,0
2024-12-19 18:00:00,1.03791,1.03838,1.03555,1.0356,6434,12,0
2024-12-19 19:00:00,1.03561,1.03756,1.03539,1.03609,4979,12,0
2024-12-19 20:00:00,1.0360800000000001,1.03748,1.03545,1.03734,4031,12,0
2024-12-19 21:00:00,1.03734,1.03765,1.03607,1.03607,3188,12,0
2024-12-19 22:00:00,1.0360800000000001,1.03685,1.0358,1.03674,2641,12,0
2024-12-19 23:00:00,1.03674,1.03674,1.03601,1.03606,1011,12,0
2024-12-20 00:00:00,1.03595,1.03643,1.03584,1.03637,423,25,0
2024-12-20 01:00:00,1.03641,1.03647,1.03601,1.03637,816,13,0
2024-12-20 02:00:00,1.03636,1.03685,1.0361,1.03644,1713,12,0
2024-12-20 03:00:00,1.03645,1.0366900000000001,1.03579,1.03628,1768,12,0
2024-12-20 04:00:00,1.03628,1.03641,1.03593,1.03628,1388,12,0
2024-12-20 05:00:00,1.03628,1.03649,1.03584,1.03612,1331,12,0
2024-12-20 06:00:00,1.03613,1.03623,1.03577,1.0358,1002,12,0
2024-12-20 07:00:00,1.0358,1.0366,1.03559,1.03656,1162,12,0
2024-12-20 08:00:00,1.03656,1.03765,1.03421,1.03741,5057,12,0
2024-12-20 09:00:00,1.03745,1.03845,1.03717,1.03822,5186,12,0
2024-12-20 10:00:00,1.03821,1.03978,1.03774,1.03916,5923,12,0
2024-12-20 11:00:00,1.03915,1.03917,1.03752,1.03821,4651,12,0
2024-12-20 12:00:00,1.03821,1.03924,1.03804,1.0391,3435,12,0
2024-12-20 13:00:00,1.0391,1.03969,1.03789,1.03908,3381,12,0
2024-12-20 14:00:00,1.03911,1.03998,1.03872,1.03889,3792,12,0
2024-12-20 15:00:00,1.03889,1.04184,1.0387,1.04067,7776,12,0
2024-12-20 16:00:00,1.04064,1.04083,1.03852,1.03931,6815,12,0
2024-12-20 17:00:00,1.03934,1.04067,1.03904,1.03962,8367,12,0
2024-12-20 18:00:00,1.03961,1.04348,1.03953,1.04273,8108,12,0
2024-12-20 19:00:00,1.04273,1.04442,1.04248,1.0428,6600,12,0
2024-12-20 20:00:00,1.04279,1.04423,1.04214,1.0436,3855,12,0
2024-12-20 21:00:00,1.04358,1.04468,1.04332,1.0444,3491,12,0
2024-12-20 22:00:00,1.04439,1.04465,1.04279,1.04281,3552,12,0
2024-12-20 23:00:00,1.0428,1.04328,1.04212,1.04263,1579,13,0
2024-12-23 00:00:00,1.04279,1.04444,1.04259,1.04312,615,19,0
2024-12-23 01:00:00,1.04311,1.0442,1.0429599999999999,1.04329,1569,12,0
2024-12-23 02:00:00,1.04329,1.04359,1.04301,1.04312,1177,12,0
2024-12-23 03:00:00,1.04312,1.0437400000000001,1.04261,1.04351,1250,12,0
2024-12-23 04:00:00,1.04351,1.04424,1.04351,1.04399,1325,12,0
2024-12-23 05:00:00,1.04399,1.04419,1.04376,1.04387,839,13,0
2024-12-23 06:00:00,1.04387,1.04446,1.0438,1.04422,958,13,0
2024-12-23 07:00:00,1.04423,1.04436,1.04388,1.04394,850,12,0
2024-12-23 08:00:00,1.04393,1.04415,1.04325,1.04331,1312,12,0
2024-12-23 09:00:00,1.04331,1.04361,1.04105,1.0412,2926,12,0
2024-12-23 10:00:00,1.0412,1.04181,1.04065,1.04173,2859,12,0
2024-12-23 11:00:00,1.0417399999999999,1.04189,1.04065,1.04072,2830,12,0
2024-12-23 12:00:00,1.04072,1.0409,1.0386,1.03892,3448,12,0
2024-12-23 13:00:00,1.03891,1.04005,1.03867,1.03994,3116,12,0
2024-12-23 14:00:00,1.03994,1.04007,1.0385,1.03947,3365,12,0
2024-12-23 15:00:00,1.03947,1.04023,1.03876,1.03988,4214,12,0
2024-12-23 16:00:00,1.03989,1.04079,1.03908,1.03923,4829,12,0
2024-12-23 17:00:00,1.03929,1.0396,1.03835,1.03901,5907,12,0
2024-12-23 18:00:00,1.03901,1.04096,1.03886,1.04071,4086,12,0
2024-12-23 19:00:00,1.04071,1.04172,1.03956,1.03967,4040,12,0
2024-12-23 20:00:00,1.03969,1.04118,1.03967,1.0408,2696,12,0
2024-12-23 21:00:00,1.0408,1.04085,1.03989,1.03993,932,12,0
