time,open,high,low,close,tick_volume,spread,real_volume
2024-12-18 05:30:00,1.05019,1.05019,1.04981,1.04984,400,13,0
2024-12-18 06:00:00,1.04984,1.05002,1.04953,1.04996,765,13,0
2024-12-18 06:30:00,1.04996,1.0505,1.04996,1.05025,492,12,0
2024-12-18 07:00:00,1.05024,1.05024,1.04995,1.04999,493,12,0
2024-12-18 07:30:00,1.05,1.05041,1.04995,1.05017,426,13,0
2024-12-18 08:00:00,1.05015,1.05077,1.0501,1.05055,720,12,0
2024-12-18 08:30:00,1.05055,1.05111,1.05045,1.05104,637,12,0
2024-12-18 09:00:00,1.05108,1.0512,1.05067,1.05067,1712,12,0
2024-12-18 09:30:00,1.05065,1.05081,1.04928,1.04962,1898,12,0
2024-12-18 10:00:00,1.04962,1.04983,1.04868,1.0492,1992,12,0
2024-12-18 10:30:00,1.04919,1.0495700000000001,1.04893,1.04926,1578,12,0
2024-12-18 11:00:00,1.04924,1.04978,1.04906,1.04931,1279,12,0
2024-12-18 11:30:00,1.04931,1.04964,1.04908,1.04932,1324,12,0
2024-12-18 12:00:00,1.04934,1.04969,1.04883,1.04888,1141,12,0
2024-12-18 12:30:00,1.04888,1.04996,1.04885,1.04979,1264,12,0
2024-12-18 13:00:00,1.04979,1.05028,1.04949,1.04997,1452,12,0
2024-12-18 13:30:00,1.04998,1.0503,1.0493999999999999,1.04959,1275,12,0
2024-12-18 14:00:00,1.0496,1.04969,1.04912,1.04943,1302,12,0
2024-12-18 14:30:00,1.04943,1.05014,1.04849,1.04898,2009,12,0
2024-12-18 15:00:00,1.04899,1.04981,1.04818,1.04862,2225,12,0
2024-12-18 15:30:00,1.04862,1.04934,1.04845,1.04914,2245,12,0
2024-12-18 16:00:00,1.04913,1.04954,1.04874,1.04882,2065,12,0
2024-12-18 16:30:00,1.04886,1.05024,1.04866,1.04959,2416,12,0
2024-12-18 17:00:00,1.04959,1.0498,1.0485,1.04881,2262,12,0
2024-12-18 17:30:00,1.04881,1.04891,1.04693,1.04732,2669,12,0
2024-12-18 18:00:00,1.04731,1.04805,1.0469,1.04746,1935,12,0
2024-12-18 18:30:00,1.04749,1.04765,1.04662,1.04684,1645,12,0
2024-12-18 19:00:00,1.04684,1.04748,1.04682,1.0474,1650,12,0
2024-12-18 19:30:00,1.04739,1.04793,1.04727,1.04747,1033,12,0
2024-12-18 20:00:00,1.04747,1.04838,1.0473,1.04838,979,12,0
2024-12-18 20:30:00,1.04839,1.04918,1.04838,1.04846,1666,12,0
2024-12-18 21:00:00,1.04842,1.04842,1.04103,1.04145,8526,12,0
2024-12-18 21:30:00,1.04144,1.04231,1.03721,1.03767,8505,12,0
2024-12-18 22:00:00,1.03766,1.03797,1.03432,1.03553,6579,12,0
2024-12-18 22:30:00,1.03554,1.03713,1.03493,1.03643,4302,12,0
2024-12-18 23:00:00,1.03644,1.03752,1.03626,1.03654,1235,12,0
2024-12-18 23:30:00,1.0365199999999999,1.03671,1.0346899999999999,1.03493,1904,13,0
2024-12-19 00:00:00,1.03574,1.03574,1.03458,1.03484,160,19,0
2024-12-19 00:30:00,1.03493,1.03519,1.03465,1.03491,329,15,0
2024-12-19 01:00:00,1.03491,1.03598,1.03483,1.03542,927,14,0
2024-12-19 01:30:00,1.03542,1.03574,1.03468,1.03498,947,12,0
2024-12-19 02:00:00,1.03498,1.03665,1.03498,1.03649,1405,12,0
2024-12-19 02:30:00,1.0365199999999999,1.03793,1.03643,1.03722,1650,12,0
2024-12-19 03:00:00,1.03723,1.03792,1.03709,1.03742,1370,12,0
2024-12-19 03:30:00,1.03742,1.03777,1.03703,1.03774,1086,12,0
2024-12-19 04:00:00,1.03776,1.03788,1.03717,1.0376,742,12,0
2024-12-19 04:30:00,1.03761,1.03899,1.03727,1.03894,1439,12,0
2024-12-19 05:00:00,1.03894,1.03902,1.03739,1.03796,1042,12,0
2024-12-19 05:30:00,1.03797,1.03804,1.03766,1.03776,583,12,0
2024-12-19 06:00:00,1.03775,1.03798,1.0374,1.03792,761,12,0
2024-12-19 06:30:00,1.03793,1.03815,1.03753,1.03783,496,12,0
2024-12-19 07:00:00,1.03784,1.03844,1.03776,1.03838,576,13,0
2024-12-19 07:30:00,1.03839,1.03849,1.03755,1.03813,761,12,0
2024-12-19 08:00:00,1.03811,1.03866,1.03767,1.03865,873,12,0
